lossy_count memory usage (k=2000)
\begin{tabular}{lllrrr}
\hline
 Word                      & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
 souliers                  & False       & 8            &       4 &         281552 &       2075 \\
 neufs                     & True        & 5            &       4 &         281608 &       2076 \\
 veux                      & False       & 12           &       4 &         281608 &       2076 \\
 faire                     & False       & 33           &       4 &         281640 &       2076 \\
 leçon                     & True        & 5            &       4 &         281720 &       2077 \\
 mempêcher                 & True        & 5            &       4 &         281808 &       2078 \\
 quereller                 & True        & 5            &       4 &         281872 &       2079 \\
 benvoliosi                & True        & 5            &       4 &         281936 &       2080 \\
 jétais                    & False       & 5            &       4 &         281936 &       2080 \\
 aussi                     & False       & 33           &       4 &         281936 &       2080 \\
 querelleur                & True        & 5            &       4 &         282000 &       2081 \\
 premier                   & False       & 9            &       4 &         282000 &       2081 \\
 rencontrerais             & True        & 5            &       4 &         282064 &       2082 \\
 pourrait                  & False       & 7            &       4 &         282064 &       2082 \\
 acheter                   & True        & 5            &       4 &         282120 &       2083 \\
 revenu                    & True        & 5            &       4 &         282176 &       2084 \\
 toute                     & False       & 12           &       4 &         282176 &       2084 \\
 vie                       & False       & 12           &       4 &         282176 &       2084 \\
 prix                      & False       & 6            &       4 &         282176 &       2084 \\
 dune                      & False       & 35           &       4 &         282176 &       2084 \\
 heure                     & False       & 6            &       4 &         282176 &       2084 \\
 quart                     & True        & 5            &       4 &         282232 &       2085 \\
 mercutiode                & True        & 5            &       4 &         282296 &       2086 \\
 toute                     & False       & 13           &       4 &         282296 &       2086 \\
 vie                       & False       & 13           &       4 &         282296 &       2086 \\
 imbécile51                & True        & 5            &       4 &         282384 &       2087 \\
 note                      & False       & 51           &       4 &         282352 &       2087 \\
 51                        & True        & 5            &       4 &         282408 &       2088 \\
 the                       & False       & 45           &       4 &         282408 &       2088 \\
 fee                       & True        & 5            &       4 &         282464 &       2089 \\
 simple                    & True        & 5            &       4 &         282520 &       2090 \\
 of                        & False       & 18           &       4 &         282520 &       2090 \\
 my                        & False       & 9            &       4 &         282520 &       2090 \\
 life                      & True        & 5            &       4 &         282576 &       2091 \\
 benv                      & True        & 5            &       4 &         282632 &       2092 \\
 the                       & False       & 46           &       4 &         282632 &       2092 \\
 fee                       & False       & 6            &       4 &         282632 &       2092 \\
 simple                    & False       & 6            &       4 &         282632 &       2092 \\
 oh                        & False       & 12           &       4 &         282632 &       2092 \\
 simple                    & False       & 7            &       4 &         282632 &       2092 \\
 mercut                    & True        & 5            &       4 &         282688 &       2093 \\
 jeu                       & False       & 8            &       4 &         282688 &       2093 \\
 mots                      & False       & 16           &       4 &         282688 &       2093 \\
 mercutio                  & False       & 14           &       4 &         282688 &       2093 \\
 a                         & False       & 92           &       4 &         282688 &       2093 \\
 impossible                & False       & 5            &       4 &         282688 &       2093 \\
 rendre                    & False       & 11           &       4 &         282688 &       2093 \\
 entrent                   & False       & 18           &       4 &         282688 &       2093 \\
 tybalt                    & False       & 10           &       4 &         282688 &       2093 \\
 plusieurs                 & True        & 5            &       4 &         282752 &       2094 \\
 autres                    & False       & 8            &       4 &         282752 &       2094 \\
 benvoliopar               & True        & 5            &       4 &         282816 &       2095 \\
 chef                      & True        & 5            &       4 &         282872 &       2096 \\
 voici                     & False       & 6            &       4 &         282872 &       2096 \\
 venir                     & False       & 6            &       4 &         282872 &       2096 \\
 capulet                   & False       & 35           &       4 &         282872 &       2096 \\
 mercutiopar               & True        & 5            &       4 &         282936 &       2097 \\
 talon                     & True        & 5            &       4 &         282992 &       2098 \\
 men                       & False       & 8            &       4 &         282992 &       2098 \\
 moque                     & True        & 5            &       4 &         283048 &       2099 \\
 tybalttenezvous           & True        & 5            &       4 &         283112 &       2100 \\
 près                      & False       & 7            &       4 &         283112 &       2100 \\
 veux                      & False       & 13           &       4 &         283112 &       2100 \\
 parlercavaliers           & True        & 5            &       4 &         283176 &       2101 \\
 bonsoir                   & False       & 6            &       4 &         283176 &       2101 \\
 mot                       & False       & 17           &       4 &         283176 &       2101 \\
 mercutiorien              & True        & 5            &       4 &         283240 &       2102 \\
 quun                      & False       & 12           &       4 &         283240 &       2102 \\
 seul                      & False       & 7            &       4 &         283240 &       2102 \\
 mot                       & False       & 18           &       4 &         283240 &       2102 \\
 accouplez                 & True        & 5            &       4 &         283304 &       2103 \\
 quelque                   & False       & 19           &       4 &         283304 &       2103 \\
 chose                     & False       & 12           &       4 &         283304 &       2103 \\
 cela                      & False       & 21           &       4 &         283304 &       2103 \\
 fasse                     & False       & 7            &       4 &         283304 &       2103 \\
 mot                       & False       & 19           &       4 &         283304 &       2103 \\
 coup                      & False       & 7            &       4 &         283304 &       2103 \\
 tybaltvous                & True        & 5            &       4 &         283368 &       2104 \\
 my                        & False       & 10           &       4 &         283368 &       2104 \\
 trouverez                 & True        & 5            &       4 &         283432 &       2105 \\
 assez                     & False       & 8            &       4 &         283432 &       2105 \\
 disposé                   & True        & 5            &       4 &         283512 &       2106 \\
 gentilhomme               & False       & 7            &       4 &         283512 &       2106 \\
 peu                       & False       & 8            &       4 &         283512 &       2106 \\
 men                       & False       & 9            &       4 &         283512 &       2106 \\
 donniez                   & True        & 5            &       4 &         283568 &       2107 \\
 loccasion                 & False       & 6            &       4 &         283568 &       2107 \\
 mercutione                & False       & 6            &       4 &         283568 &       2107 \\
 pouvezvous                & False       & 6            &       4 &         283568 &       2107 \\
 prendre                   & False       & 6            &       4 &         283568 &       2107 \\
 loccasion                 & False       & 7            &       4 &         283568 &       2107 \\
 sans                      & False       & 25           &       4 &         283568 &       2107 \\
 quon                      & False       & 11           &       4 &         283568 &       2107 \\
 donne                     & False       & 9            &       4 &         283568 &       2107 \\
 tybaltmercutio            & True        & 5            &       4 &         283632 &       2108 \\
 concert                   & True        & 5            &       4 &         283688 &       2109 \\
 roméo                     & False       & 55           &       4 &         283688 &       2109 \\
 mercutiode                & False       & 6            &       4 &         283688 &       2109 \\
 concert                   & False       & 6            &       4 &         283688 &       2109 \\
 comment                   & False       & 6            &       4 &         283688 &       2109 \\
 prendil                   & True        & 5            &       4 &         283744 &       2110 \\
 ménétriers                & True        & 5            &       4 &         283832 &       2111 \\
 cest                      & False       & 52           &       4 &         283832 &       2111 \\
 si                        & False       & 79           &       4 &         283832 &       2111 \\
 ménétriers                & False       & 6            &       4 &         283832 &       2111 \\
 faites                    & False       & 5            &       4 &         283832 &       2111 \\
 attention                 & True        & 5            &       4 &         283896 &       2112 \\
 trouveriez                & True        & 5            &       4 &         283960 &       2113 \\
 daccord                   & True        & 5            &       4 &         284016 &       2114 \\
 voilà                     & False       & 23           &       4 &         284016 &       2114 \\
 archet                    & True        & 5            &       4 &         284072 &       2115 \\
 voilà                     & False       & 24           &       4 &         284072 &       2115 \\
 fera                      & False       & 6            &       4 &         284072 &       2115 \\
 danser                    & False       & 5            &       4 &         284072 &       2115 \\
 corbleu                   & True        & 5            &       4 &         284128 &       2116 \\
 concert                   & False       & 7            &       4 &         284128 &       2116 \\
 benvolionous              & True        & 5            &       4 &         284192 &       2117 \\
 parlons                   & True        & 5            &       4 &         284248 &       2118 \\
 ici                       & False       & 23           &       4 &         284248 &       2118 \\
 lieu                      & False       & 9            &       4 &         284248 &       2118 \\
 fréquenté                 & True        & 5            &       4 &         284336 &       2119 \\
 tout                      & False       & 42           &       4 &         284336 &       2119 \\
 monde                     & False       & 7            &       4 &         284336 &       2119 \\
 retironsnous              & False       & 6            &       4 &         284336 &       2119 \\
 quelque                   & False       & 20           &       4 &         284336 &       2119 \\
 lieu                      & False       & 10           &       4 &         284336 &       2119 \\
 écarté                    & True        & 5            &       4 &         284416 &       2120 \\
 raisonnez                 & True        & 5            &       4 &         284480 &       2121 \\
 tranquillement            & True        & 5            &       4 &         284544 &       2122 \\
 griefs                    & True        & 5            &       4 &         284600 &       2123 \\
 bien                      & False       & 53           &       4 &         284632 &       2123 \\
 allonsnousen              & True        & 5            &       4 &         284696 &       2124 \\
 tous                      & False       & 25           &       4 &         284696 &       2124 \\
 yeux                      & False       & 26           &       4 &         284696 &       2124 \\
 fixent                    & True        & 5            &       4 &         284752 &       2125 \\
 mercutioles               & True        & 5            &       4 &         284816 &       2126 \\
 hommes                    & False       & 12           &       4 &         284816 &       2126 \\
 yeux                      & False       & 27           &       4 &         284816 &       2126 \\
 regarder                  & True        & 5            &       4 &         284880 &       2127 \\
 quils                     & False       & 14           &       4 &         284880 &       2127 \\
 regardent                 & True        & 5            &       4 &         284944 &       2128 \\
 si                        & False       & 80           &       4 &         284944 &       2128 \\
 cela                      & False       & 22           &       4 &         284944 &       2128 \\
 plaît                     & False       & 6            &       4 &         284944 &       2128 \\
 bouge                     & True        & 5            &       4 &         285000 &       2129 \\
 dici                      & False       & 5            &       4 &         285000 &       2129 \\
 faire                     & False       & 34           &       4 &         285000 &       2129 \\
 plaisir                   & False       & 13           &       4 &         285000 &       2129 \\
 entre                     & False       & 16           &       4 &         285000 &       2129 \\
 roméo                     & False       & 56           &       4 &         284968 &       2129 \\
 tybalteh                  & True        & 5            &       4 &         285032 &       2130 \\
 bien                      & False       & 54           &       4 &         285032 &       2130 \\
 paix                      & False       & 13           &       4 &         285032 &       2130 \\
 cavalier                  & False       & 8            &       4 &         285032 &       2130 \\
 japerçois                 & True        & 5            &       4 &         285120 &       2131 \\
 homme                     & False       & 26           &       4 &         285120 &       2131 \\
 mercutioque               & True        & 5            &       4 &         285184 &       2132 \\
 pendu                     & True        & 5            &       4 &         285240 &       2133 \\
 pourtant                  & False       & 5            &       4 &         285240 &       2133 \\
 gentilhomme               & False       & 8            &       4 &         285240 &       2133 \\
 sil                       & False       & 9            &       4 &         285240 &       2133 \\
 porte                     & False       & 7            &       4 &         285240 &       2133 \\
 livrée                    & True        & 5            &       4 &         285320 &       2134 \\
 foi                       & False       & 11           &       4 &         285320 &       2134 \\
 pouvez                    & True        & 5            &       4 &         285376 &       2135 \\
 marcher                   & True        & 5            &       4 &         285432 &       2136 \\
 devant                    & False       & 7            &       4 &         285432 &       2136 \\
 pré                       & True        & 5            &       4 &         285512 &       2137 \\
 suivra                    & True        & 5            &       4 &         285568 &       2138 \\
 sens                      & False       & 13           &       4 &         285568 &       2138 \\
 seigneurie                & True        & 5            &       4 &         285632 &       2139 \\
 peut                      & False       & 14           &       4 &         285632 &       2139 \\
 dire                      & False       & 30           &       4 &         285632 &       2139 \\
 quelle                    & False       & 33           &       4 &         285600 &       2139 \\
 a                         & False       & 93           &       4 &         285600 &       2139 \\
 trouvé                    & False       & 8            &       4 &         285600 &       2139 \\
 homme                     & False       & 27           &       4 &         285600 &       2139 \\
 tybaltroméo               & True        & 5            &       4 &         285688 &       2140 \\
 haine                     & False       & 10           &       4 &         285688 &       2140 \\
 porte                     & False       & 8            &       4 &         285688 &       2140 \\
 permet                    & True        & 5            &       4 &         285744 &       2141 \\
 mot                       & False       & 20           &       4 &         285744 &       2141 \\
 plus                      & False       & 83           &       4 &         285744 &       2141 \\
 doux                      & False       & 13           &       4 &         285744 &       2141 \\
 traître                   & False       & 7            &       4 &         285744 &       2141 \\
 roméotybalt               & True        & 5            &       4 &         285832 &       2142 \\
 raisons                   & False       & 6            &       4 &         285832 &       2142 \\
 jai                       & False       & 30           &       4 &         285832 &       2142 \\
 taimer                    & True        & 5            &       4 &         285888 &       2143 \\
 font                      & False       & 8            &       4 &         285888 &       2143 \\
 pardonner                 & True        & 5            &       4 &         285952 &       2144 \\
 fureur                    & True        & 5            &       4 &         286008 &       2145 \\
 quannonce                 & True        & 5            &       4 &         286072 &       2146 \\
 pareil                    & False       & 7            &       4 &         286072 &       2146 \\
 salut                     & False       & 5            &       4 &         286072 &       2146 \\
 point                     & False       & 28           &       4 &         286104 &       2146 \\
 traître                   & False       & 8            &       4 &         286104 &       2146 \\
 ainsi                     & False       & 19           &       4 &         286104 &       2146 \\
 donc                      & False       & 30           &       4 &         286104 &       2146 \\
 adieu                     & False       & 9            &       4 &         286104 &       2146 \\
 vois                      & False       & 7            &       4 &         286104 &       2146 \\
 connais                   & False       & 5            &       4 &         286104 &       2146 \\
 tybaltjeune               & True        & 5            &       4 &         286168 &       2147 \\
 homme                     & False       & 28           &       4 &         286168 &       2147 \\
 cela                      & False       & 23           &       4 &         286168 &       2147 \\
 répare                    & True        & 5            &       4 &         286248 &       2148 \\
 point                     & False       & 29           &       4 &         286248 &       2148 \\
 outrages                  & True        & 5            &       4 &         286312 &       2149 \\
 mas                       & False       & 5            &       4 &         286312 &       2149 \\
 faits                     & True        & 5            &       4 &         286368 &       2150 \\
 ainsi                     & False       & 20           &       4 &         286368 &       2150 \\
 reviens                   & True        & 5            &       4 &         286424 &       2151 \\
 mets                      & True        & 5            &       4 &         286480 &       2152 \\
 lépée                     & False       & 6            &       4 &         286480 &       2152 \\
 main                      & False       & 16           &       4 &         286480 &       2152 \\
 roméoje                   & False       & 12           &       4 &         286480 &       2152 \\
 proteste                  & False       & 7            &       4 &         286480 &       2152 \\
 tai                       & False       & 7            &       4 &         286480 &       2152 \\
 jamais                    & False       & 18           &       4 &         286480 &       2152 \\
 offensé                   & True        & 5            &       4 &         286560 &       2153 \\
 taime                     & False       & 5            &       4 &         286560 &       2153 \\
 plus                      & False       & 84           &       4 &         286560 &       2153 \\
 saurais                   & False       & 6            &       4 &         286560 &       2153 \\
 penser                    & True        & 5            &       4 &         286616 &       2154 \\
 jusquà                    & False       & 14           &       4 &         286616 &       2154 \\
 connaisses                & True        & 5            &       4 &         286680 &       2155 \\
 motifs                    & True        & 5            &       4 &         286736 &       2156 \\
 affection                 & False       & 5            &       4 &         286736 &       2156 \\
 ainsi                     & False       & 21           &       4 &         286736 &       2156 \\
 brave                     & True        & 5            &       4 &         286792 &       2157 \\
 capulet                   & False       & 36           &       4 &         286824 &       2157 \\
 dont                      & False       & 19           &       4 &         286824 &       2157 \\
 nom                       & False       & 24           &       4 &         286824 &       2157 \\
 mest                      & True        & 5            &       4 &         286880 &       2158 \\
 aussi                     & False       & 34           &       4 &         286880 &       2158 \\
 cher                      & False       & 21           &       4 &         286880 &       2158 \\
 mien                      & True        & 5            &       4 &         286936 &       2159 \\
 accepte                   & True        & 5            &       4 &         286992 &       2160 \\
 cette                     & False       & 57           &       4 &         287024 &       2160 \\
 satisfaction              & False       & 5            &       4 &         287024 &       2160 \\
 mercutiooh                & False       & 8            &       4 &         287024 &       2160 \\
 lâche                     & True        & 5            &       4 &         287104 &       2161 \\
 sangfroid                 & True        & 5            &       4 &         287168 &       2162 \\
 déshonorante              & True        & 5            &       4 &         287256 &       2163 \\
 soumissiona               & True        & 5            &       4 &         287320 &       2164 \\
 stoccata                  & True        & 5            &       4 &         287384 &       2165 \\
 effacer                   & True        & 5            &       4 &         287440 &       2166 \\
 cela                      & False       & 24           &       4 &         287440 &       2166 \\
 tybalt                    & False       & 11           &       4 &         287440 &       2166 \\
 preneur                   & True        & 5            &       4 &         287496 &       2167 \\
 rats                      & True        & 5            &       4 &         287552 &       2168 \\
 voulezvous                & True        & 5            &       4 &         287616 &       2169 \\
 faire                     & False       & 35           &       4 &         287616 &       2169 \\
 tour                      & False       & 5            &       4 &         287616 &       2169 \\
 tybaltque                 & True        & 5            &       4 &         287680 &       2170 \\
 veuxtu                    & False       & 7            &       4 &         287680 &       2170 \\
 mercutiobon               & True        & 5            &       4 &         287744 &       2171 \\
 roi                       & False       & 6            &       4 &         287744 &       2171 \\
 chats                     & False       & 5            &       4 &         287744 &       2171 \\
 rien                      & False       & 9            &       4 &         287744 &       2171 \\
 tout                      & False       & 43           &       4 &         287744 &       2171 \\
 quune                     & False       & 11           &       4 &         287744 &       2171 \\
 neuf                      & False       & 7            &       4 &         287744 &       2171 \\
 vies                      & True        & 5            &       4 &         287800 &       2172 \\
 afin                      & True        & 5            &       4 &         287856 &       2173 \\
 den                       & False       & 8            &       4 &         287856 &       2173 \\
 faire                     & False       & 36           &       4 &         287856 &       2173 \\
 quil                      & False       & 32           &       4 &         287888 &       2173 \\
 plaira                    & True        & 5            &       4 &         287944 &       2174 \\
 ensuite                   & True        & 5            &       4 &         288000 &       2175 \\
 selon                     & False       & 5            &       4 &         288000 &       2175 \\
 userez                    & True        & 5            &       4 &         288056 &       2176 \\
 égard                     & True        & 5            &       4 &         288136 &       2177 \\
 pourrai                   & True        & 5            &       4 &         288192 &       2178 \\
 bien                      & False       & 55           &       4 &         288192 &       2178 \\
 battre                    & True        & 5            &       4 &         288248 &       2179 \\
 plat                      & False       & 6            &       4 &         288248 &       2179 \\
 huit                      & True        & 5            &       4 &         288304 &       2180 \\
 autres                    & False       & 9            &       4 &         288304 &       2180 \\
 veuillez                  & True        & 5            &       4 &         288368 &       2181 \\
 donc                      & False       & 31           &       4 &         288368 &       2181 \\
 prendre                   & False       & 7            &       4 &         288368 &       2181 \\
 épée                      & False       & 8            &       4 &         288368 &       2181 \\
 oreilles                  & True        & 5            &       4 &         288432 &       2182 \\
 faire                     & False       & 37           &       4 &         288432 &       2182 \\
 sortir                    & False       & 5            &       5 &         236088 &       1388 \\
 étui                      & True        & 6            &       5 &         236168 &       1389 \\
 dépêchezvous              & False       & 8            &       5 &         236168 &       1389 \\
 bien                      & False       & 56           &       5 &         236136 &       1389 \\
 avant                     & False       & 16           &       5 &         236136 &       1389 \\
 quelle                    & False       & 34           &       5 &         236104 &       1389 \\
 dehors                    & False       & 7            &       5 &         236104 &       1389 \\
 mienne                    & False       & 7            &       5 &         236104 &       1389 \\
 oreilles                  & False       & 6            &       5 &         236104 &       1389 \\
 tybalt                    & False       & 12           &       5 &         236104 &       1389 \\
 tirant                    & True        & 6            &       5 &         236160 &       1390 \\
 lépéeje                   & True        & 6            &       5 &         236240 &       1391 \\
 roméocher                 & True        & 6            &       5 &         236328 &       1392 \\
 mercutio                  & False       & 15           &       5 &         236328 &       1392 \\
 remets                    & True        & 6            &       5 &         236384 &       1393 \\
 épée                      & False       & 9            &       5 &         236384 &       1393 \\
 mercutioallons            & False       & 6            &       5 &         236384 &       1393 \\
 gentilhomme               & False       & 9            &       5 &         236384 &       1393 \\
 passade                   & True        & 6            &       5 &         236440 &       1394 \\
 battent                   & True        & 6            &       5 &         236496 &       1395 \\
 roméotire                 & True        & 6            &       5 &         236584 &       1396 \\
 épée                      & False       & 10           &       5 &         236584 &       1396 \\
 benvolio                  & False       & 14           &       5 &         236584 &       1396 \\
 désarmonslesgentilshommes & True        & 6            &       5 &         236688 &       1397 \\
 cest                      & False       & 53           &       5 &         236688 &       1397 \\
 honte                     & False       & 6            &       5 &         236688 &       1397 \\
 tombez                    & True        & 6            &       5 &         236744 &       1398 \\
 pareille                  & True        & 6            &       5 &         236808 &       1399 \\
 désobéissancetybalt       & True        & 6            &       5 &         236904 &       1400 \\
 mercutio                  & False       & 16           &       5 &         236904 &       1400 \\
 prince                    & False       & 8            &       5 &         236904 &       1400 \\
 a                         & False       & 94           &       5 &         236904 &       1400 \\
 expressément              & True        & 6            &       5 &         236992 &       1401 \\
 défendu                   & True        & 6            &       5 &         237072 &       1402 \\
 toute                     & False       & 14           &       5 &         237072 &       1402 \\
 querelle                  & False       & 12           &       5 &         237072 &       1402 \\
 rues                      & True        & 6            &       5 &         237128 &       1403 \\
 véronetybalt              & True        & 6            &       5 &         237216 &       1404 \\
 arrêtezcher               & True        & 6            &       5 &         237304 &       1405 \\
 mercutio                  & False       & 17           &       5 &         237304 &       1405 \\
 sortent                   & False       & 16           &       5 &         237304 &       1405 \\
 tybalt                    & False       & 13           &       5 &         237304 &       1405 \\
 partisans                 & True        & 6            &       5 &         237368 &       1406 \\
 mercutioje                & False       & 7            &       5 &         237368 &       1406 \\
 blessé                    & True        & 6            &       5 &         237448 &       1407 \\
 malédiction               & True        & 6            &       5 &         237536 &       1408 \\
 deux                      & False       & 38           &       5 &         237568 &       1408 \\
 maisons                   & True        & 6            &       5 &         237624 &       1409 \\
 voilà                     & False       & 25           &       5 &         237624 &       1409 \\
 expédiéestce              & True        & 6            &       5 &         237712 &       1410 \\
 quil                      & False       & 33           &       5 &         237712 &       1410 \\
 parti                     & True        & 6            &       5 &         237768 &       1411 \\
 sans                      & False       & 26           &       5 &         237768 &       1411 \\
 rien                      & False       & 10           &       5 &         237768 &       1411 \\
 avoir                     & False       & 6            &       5 &         237768 &       1411 \\
 benvolioquoi              & True        & 6            &       5 &         237832 &       1412 \\
 blessé                    & False       & 7            &       5 &         237832 &       1412 \\
 mercutiooui               & True        & 6            &       5 &         237896 &       1413 \\
 oui                       & False       & 9            &       5 &         237896 &       1413 \\
 égratignure               & True        & 6            &       5 &         237984 &       1414 \\
 foi                       & False       & 12           &       5 &         237984 &       1414 \\
 cest                      & False       & 54           &       5 &         237984 &       1414 \\
 assez                     & False       & 9            &       5 &         237984 &       1414 \\
 où                        & False       & 35           &       5 &         237984 &       1414 \\
 pagedrôle                 & True        & 6            &       5 &         238072 &       1415 \\
 va                        & False       & 13           &       5 &         238072 &       1415 \\
 chercher                  & False       & 14           &       5 &         238072 &       1415 \\
 chirurgien                & True        & 6            &       5 &         238136 &       1416 \\
 page                      & False       & 6            &       5 &         238136 &       1416 \\
 sort                      & False       & 11           &       5 &         238136 &       1416 \\
 roméoprends               & True        & 6            &       5 &         238224 &       1417 \\
 courage                   & True        & 6            &       5 &         238280 &       1418 \\
 ami                       & False       & 7            &       5 &         238280 &       1418 \\
 blessure                  & True        & 6            &       5 &         238344 &       1419 \\
 peut                      & False       & 15           &       5 &         238344 &       1419 \\
 être                      & False       & 18           &       5 &         238344 &       1419 \\
 grave                     & True        & 6            &       5 &         238400 &       1420 \\
 mercutionon               & True        & 6            &       5 &         238464 &       1421 \\
 nest                      & False       & 22           &       5 &         238464 &       1421 \\
 aussi                     & False       & 35           &       5 &         238464 &       1421 \\
 profonde                  & True        & 6            &       5 &         238528 &       1422 \\
 quun                      & False       & 13           &       5 &         238528 &       1422 \\
 puits                     & True        & 6            &       5 &         238584 &       1423 \\
 ni                        & False       & 9            &       5 &         238584 &       1423 \\
 aussi                     & False       & 36           &       5 &         238584 &       1423 \\
 large                     & False       & 6            &       5 &         238584 &       1423 \\
 porte                     & False       & 9            &       5 &         238584 &       1423 \\
 dune                      & False       & 36           &       5 &         238584 &       1423 \\
 église                    & False       & 6            &       5 &         238584 &       1423 \\
 cen                       & False       & 6            &       5 &         238584 &       1423 \\
 assez                     & False       & 10           &       5 &         238584 &       1423 \\
 suffira                   & True        & 6            &       5 &         238640 &       1424 \\
 venez                     & False       & 7            &       5 &         238640 &       1424 \\
 voir                      & False       & 13           &       5 &         238640 &       1424 \\
 demain                    & False       & 7            &       5 &         238640 &       1424 \\
 matin                     & False       & 8            &       5 &         238640 &       1424 \\
 trouverez                 & False       & 6            &       5 &         238640 &       1424 \\
 tombé52                   & True        & 6            &       5 &         238720 &       1425 \\
 sérieux                   & True        & 6            &       5 &         238800 &       1426 \\
 poivré                    & True        & 6            &       5 &         238880 &       1427 \\
 jen                       & False       & 10           &       5 &         238880 &       1427 \\
 réponds                   & False       & 12           &       5 &         238880 &       1427 \\
 moins                     & False       & 9            &       5 &         238880 &       1427 \\
 mondeci                   & True        & 6            &       5 &         238936 &       1428 \\
 malédiction               & False       & 7            &       5 &         238936 &       1428 \\
 deux                      & False       & 39           &       5 &         238904 &       1428 \\
 maisons                   & False       & 7            &       5 &         238904 &       1428 \\
 corbleu                   & False       & 6            &       5 &         238904 &       1428 \\
 chien                     & False       & 9            &       5 &         238904 &       1428 \\
 rat                       & True        & 6            &       5 &         238960 &       1429 \\
 souris                    & False       & 6            &       5 &         238960 &       1429 \\
 chat                      & True        & 6            &       5 &         239016 &       1430 \\
 égratigner                & True        & 6            &       5 &         239104 &       1431 \\
 homme                     & False       & 29           &       5 &         239072 &       1431 \\
 mort                      & False       & 16           &       5 &         239072 &       1431 \\
 bravache                  & True        & 6            &       5 &         239136 &       1432 \\
 faquin                    & True        & 6            &       5 &         239192 &       1433 \\
 traître                   & False       & 9            &       5 &         239192 &       1433 \\
 combat                    & True        & 6            &       5 &         239248 &       1434 \\
 règles                    & True        & 6            &       5 &         239328 &       1435 \\
 darithmétique             & True        & 6            &       5 &         239416 &       1436 \\
 pourquoi                  & False       & 8            &       5 &         239416 &       1436 \\
 diable                    & True        & 6            &       5 &         239472 &       1437 \\
 êtesvous                  & False       & 6            &       5 &         239472 &       1437 \\
 venu                      & True        & 6            &       5 &         239528 &       1438 \\
 jeter                     & True        & 6            &       5 &         239584 &       1439 \\
 entre                     & False       & 17           &       5 &         239584 &       1439 \\
 deux                      & False       & 40           &       5 &         239616 &       1439 \\
 jai                       & False       & 31           &       5 &         239616 &       1439 \\
 reçu                      & True        & 6            &       5 &         239696 &       1440 \\
 coup                      & False       & 8            &       5 &         239696 &       1440 \\
 pardessous                & True        & 6            &       5 &         239760 &       1441 \\
 bras                      & True        & 6            &       5 &         239816 &       1442 \\
 note                      & False       & 52           &       5 &         239816 &       1442 \\
 52                        & True        & 6            &       5 &         239872 &       1443 \\
 a                         & False       & 95           &       5 &         239872 &       1443 \\
 grave                     & False       & 7            &       5 &         239872 &       1443 \\
 man                       & False       & 6            &       5 &         239872 &       1443 \\
 homme                     & False       & 30           &       5 &         239872 &       1443 \\
 grave                     & False       & 8            &       5 &         239872 &       1443 \\
 homme                     & False       & 31           &       5 &         239872 &       1443 \\
 bon                       & False       & 17           &       5 &         239872 &       1443 \\
 tombeau                   & True        & 6            &       5 &         239928 &       1444 \\
 roméoje                   & False       & 13           &       5 &         239928 &       1444 \\
 faisais                   & False       & 6            &       5 &         239928 &       1444 \\
 mieux                     & False       & 8            &       5 &         239928 &       1444 \\
 mercutioaidezmoi          & True        & 6            &       5 &         240000 &       1445 \\
 benvolio                  & False       & 15           &       5 &         240000 &       1445 \\
 entrer                    & True        & 6            &       5 &         240056 &       1446 \\
 quelque                   & False       & 21           &       5 &         240056 &       1446 \\
 maison                    & False       & 15           &       5 &         240056 &       1446 \\
 voisine                   & True        & 6            &       5 &         240112 &       1447 \\
 bien                      & False       & 57           &       5 &         240112 &       1447 \\
 vais                      & False       & 13           &       5 &         240112 &       1447 \\
 mévanouir                 & True        & 6            &       5 &         240200 &       1448 \\
 malédiction               & False       & 8            &       5 &         240200 &       1448 \\
 deux                      & False       & 41           &       5 &         240200 &       1448 \\
 maisons                   & False       & 8            &       5 &         240200 &       1448 \\
 elles                     & False       & 11           &       5 &         240200 &       1448 \\
 fait                      & False       & 32           &       5 &         240232 &       1448 \\
 pâture                    & True        & 6            &       5 &         240312 &       1449 \\
 vers                      & False       & 15           &       5 &         240312 &       1449 \\
 oh                        & False       & 13           &       5 &         240312 &       1449 \\
 jai                       & False       & 32           &       5 &         240312 &       1449 \\
 botte                     & True        & 6            &       5 &         240368 &       1450 \\
 bien                      & False       & 58           &       5 &         240400 &       1450 \\
 fond                      & False       & 7            &       5 &         240400 &       1450 \\
 ah                        & False       & 8            &       5 &         240400 &       1450 \\
 deux                      & False       & 42           &       5 &         240400 &       1450 \\
