fixed_prob_counter memory usage
\begin{tabular}{llrl}
\hline
 Current Word             & Current Word Count   &   Memory Usage & \# Distinct Words   \\
\hline
                          &                      &             64 &                    \\
 ach                      & 7                    &         207472 & 2111               \\
 rechnen                  & 1                    &         207528 & 2112               \\
 hoch                     & 4                    &         207528 & 2112               \\
 jahren                   & 0                    &         207528 & 2112               \\
 eh                       & 3                    &         207528 & 2112               \\
 romeo                    & 108                  &         207528 & 2112               \\
 wiederseh                & 1                    &         207592 & 2113               \\
 romeo                    & 108                  &         207592 & 2113               \\
 außerhalb                & 0                    &         207592 & 2113               \\
 leb                      & 3                    &         207592 & 2113               \\
 wohl                     & 20                   &         207592 & 2113               \\
 mittel                   & 2                    &         207592 & 2113               \\
 laß                      & 7                    &         207592 & 2113               \\
 händen                   & 0                    &         207592 & 2113               \\
 liebe                    & 26                   &         207592 & 2113               \\
 gruß                     & 2                    &         207592 & 2113               \\
 senden                   & 0                    &         207592 & 2113               \\
 julia                    & 35                   &         207592 & 2113               \\
 o                        & 25                   &         207592 & 2113               \\
 denkst                   & 0                    &         207592 & 2113               \\
 je                       & 5                    &         207592 & 2113               \\
 wiedersehn               & 2                    &         207592 & 2113               \\
 romeo                    & 109                  &         207592 & 2113               \\
 zweifle                  & 1                    &         207648 & 2114               \\
 all                      & 4                    &         207648 & 2114               \\
 leiden                   & 2                    &         207648 & 2114               \\
 dient                    & 0                    &         207648 & 2114               \\
 zukunft                  & 0                    &         207648 & 2114               \\
 süßerem                  & 0                    &         207648 & 2114               \\
 geschwätz                & 0                    &         207648 & 2114               \\
 julia                    & 36                   &         207648 & 2114               \\
 o                        & 25                   &         207648 & 2114               \\
 gott                     & 7                    &         207648 & 2114               \\
 unglück                  & 0                    &         207648 & 2114               \\
 ahnend                   & 1                    &         207704 & 2115               \\
 herz                     & 7                    &         207704 & 2115               \\
 deucht                   & 0                    &         207704 & 2115               \\
 säh                      & 1                    &         207784 & 2116               \\
 unten                    & 1                    &         207840 & 2117               \\
 lägst                    & 1                    &         207920 & 2118               \\
 tot                      & 8                    &         207920 & 2118               \\
 grabes                   & 0                    &         207920 & 2118               \\
 tiefe                    & 0                    &         207920 & 2118               \\
 auge                     & 6                    &         207920 & 2118               \\
 trügt                    & 1                    &         208000 & 2119               \\
 bleich                   & 3                    &         208000 & 2119               \\
 romeo                    & 109                  &         208000 & 2119               \\
 liebe                    & 26                   &         208000 & 2119               \\
 scheinst                 & 1                    &         208064 & 2120               \\
 augen                    & 6                    &         208064 & 2120               \\
 schmerz                  & 1                    &         208064 & 2120               \\
 trinkt                   & 1                    &         208120 & 2121               \\
 blut                     & 9                    &         208120 & 2121               \\
 leb                      & 4                    &         208120 & 2121               \\
 wohl                     & 20                   &         208120 & 2121               \\
 leb                      & 4                    &         208120 & 2121               \\
 wohl                     & 21                   &         208120 & 2121               \\
 ab                       & 20                   &         208120 & 2121               \\
 julia                    & 37                   &         208120 & 2121               \\
 o                        & 25                   &         208120 & 2121               \\
 glück                    & 2                    &         208120 & 2121               \\
 nennt                    & 1                    &         208176 & 2122               \\
 unbeständig              & 0                    &         208176 & 2122               \\
 tust                     & 1                    &         208232 & 2123               \\
 treuen                   & 1                    &         208288 & 2124               \\
 sei                      & 7                    &         208288 & 2124               \\
 unbeständig              & 0                    &         208288 & 2124               \\
 glück                    & 2                    &         208288 & 2124               \\
 hältst                   & 0                    &         208288 & 2124               \\
 lange                    & 2                    &         208288 & 2124               \\
 hoff                     & 0                    &         208288 & 2124               \\
 sendest                  & 0                    &         208288 & 2124               \\
 zurück                   & 8                    &         208288 & 2124               \\
 gräfin                   & 19                   &         208256 & 2124               \\
 capulet                  & 25                   &         208256 & 2124               \\
 szene                    & 12                   &         208256 & 2124               \\
 he                       & 5                    &         208256 & 2124               \\
 tochter                  & 4                    &         208256 & 2124               \\
 julia                    & 37                   &         208256 & 2124               \\
 wer                      & 14                   &         208256 & 2124               \\
 ruft                     & 4                    &         208256 & 2124               \\
 gnädge                   & 5                    &         208256 & 2124               \\
 mutter                   & 6                    &         208256 & 2124               \\
 wacht                    & 1                    &         208312 & 2125               \\
 spät                     & 4                    &         208312 & 2125               \\
 schon                    & 16                   &         208344 & 2125               \\
 früh                     & 4                    &         208344 & 2125               \\
 welch                    & 3                    &         208344 & 2125               \\
 ungewohnter              & 0                    &         208344 & 2125               \\
 anlaß                    & 1                    &         208344 & 2125               \\
 bringt                   & 6                    &         208344 & 2125               \\
 her                      & 5                    &         208344 & 2125               \\
 gräfin                   & 20                   &         208344 & 2125               \\
 capulet                  & 25                   &         208344 & 2125               \\
 kommt                    & 21                   &         208344 & 2125               \\
 herein                   & 1                    &         208400 & 2126               \\
 gräfin                   & 20                   &         208400 & 2126               \\
 capulet                  & 25                   &         208400 & 2126               \\
 julia                    & 38                   &         208400 & 2126               \\
 gehts                    & 0                    &         208400 & 2126               \\
 julia                    & 38                   &         208400 & 2126               \\
 gut                      & 10                   &         208400 & 2126               \\
 gräfin                   & 20                   &         208400 & 2126               \\
 capulet                  & 26                   &         208400 & 2126               \\
 immer                    & 1                    &         208400 & 2126               \\
 weinend                  & 0                    &         208400 & 2126               \\
 vetters                  & 0                    &         208400 & 2126               \\
 tod                      & 10                   &         208400 & 2126               \\
 willst                   & 4                    &         208400 & 2126               \\
 tränen                   & 3                    &         208400 & 2126               \\
 gruft                    & 1                    &         208456 & 2127               \\
 waschen                  & 0                    &         208456 & 2127               \\
 könntest                 & 1                    &         208544 & 2128               \\
 dus                      & 2                    &         208544 & 2128               \\
 rief                     & 1                    &         208600 & 2129               \\
 leben                    & 6                    &         208600 & 2129               \\
 drum                     & 6                    &         208600 & 2129               \\
 laß                      & 8                    &         208600 & 2129               \\
 trauern                  & 1                    &         208656 & 2130               \\
 zeugt                    & 1                    &         208656 & 2130               \\
 vieler                   & 0                    &         208656 & 2130               \\
 liebe                    & 27                   &         208688 & 2130               \\
 trauern                  & 1                    &         208688 & 2130               \\
 zeugt                    & 1                    &         208688 & 2130               \\
 wenig                    & 0                    &         208688 & 2130               \\
 witz                     & 4                    &         208688 & 2130               \\
 julia                    & 38                   &         208688 & 2130               \\
 schlag                   & 3                    &         208688 & 2130               \\
 empfindlich              & 1                    &         208752 & 2131               \\
 traf                     & 3                    &         208752 & 2131               \\
 erlaubt                  & 0                    &         208752 & 2131               \\
 weinen                   & 2                    &         208752 & 2131               \\
 gräfin                   & 21                   &         208752 & 2131               \\
 capulet                  & 26                   &         208752 & 2131               \\
 trifft                   & 1                    &         208752 & 2131               \\
 freund                   & 9                    &         208752 & 2131               \\
 empfindet                & 0                    &         208752 & 2131               \\
 beweinst                 & 0                    &         208752 & 2131               \\
 julia                    & 38                   &         208752 & 2131               \\
 empfind                  & 0                    &         208752 & 2131               \\
 muß                      & 8                    &         208752 & 2131               \\
 freund                   & 9                    &         208752 & 2131               \\
 beweinen                 & 1                    &         208816 & 2132               \\
 gräfin                   & 21                   &         208816 & 2132               \\
 capulet                  & 27                   &         208784 & 2132               \\
 kind                     & 9                    &         208784 & 2132               \\
 tod                      & 11                   &         208784 & 2132               \\
 beweinst                 & 1                    &         208848 & 2133               \\
 schurke                  & 4                    &         208848 & 2133               \\
 lebt                     & 5                    &         208848 & 2133               \\
 erschlug                 & 1                    &         208848 & 2133               \\
 julia                    & 39                   &         208848 & 2133               \\
 schurke                  & 5                    &         208848 & 2133               \\
 gräfin                   & 21                   &         208848 & 2133               \\
 capulet                  & 27                   &         208848 & 2133               \\
 romeo                    & 110                  &         208848 & 2133               \\
 julia                    & 39                   &         208848 & 2133               \\
 beiseit                  & 4                    &         208848 & 2133               \\
 schurk                   & 1                    &         208848 & 2133               \\
 himmelweit               & 0                    &         208848 & 2133               \\
 entfernt                 & 1                    &         208912 & 2134               \\
 laut                     & 3                    &         208912 & 2134               \\
 vergeb                   & 1                    &         208968 & 2135               \\
 gott                     & 8                    &         208968 & 2135               \\
 tus                      & 1                    &         208968 & 2135               \\
 ganzem                   & 1                    &         209024 & 2136               \\
 herzen                   & 2                    &         209024 & 2136               \\
 dennoch                  & 1                    &         209024 & 2136               \\
 kränkt                   & 0                    &         209024 & 2136               \\
 mann                     & 10                   &         209024 & 2136               \\
 herz                     & 8                    &         209024 & 2136               \\
 gräfin                   & 22                   &         209056 & 2136               \\
 capulet                  & 28                   &         209088 & 2136               \\
 ja                       & 19                   &         209088 & 2136               \\
 freilich                 & 1                    &         209088 & 2136               \\
 meuchelmörder            & 0                    &         209088 & 2136               \\
 lebt                     & 5                    &         209088 & 2136               \\
 julia                    & 40                   &         209088 & 2136               \\
 ja                       & 19                   &         209088 & 2136               \\
 hände                    & 2                    &         209088 & 2136               \\
 erreichen                & 1                    &         209152 & 2137               \\
 o                        & 25                   &         209152 & 2137               \\
 rächte                   & 0                    &         209152 & 2137               \\
 niemand                  & 2                    &         209152 & 2137               \\
 vetter                   & 4                    &         209152 & 2137               \\
 gräfin                   & 22                   &         209152 & 2137               \\
 capulet                  & 28                   &         209152 & 2137               \\
 rache                    & 1                    &         209208 & 2138               \\
 nehmen                   & 3                    &         209208 & 2138               \\
 sorge                    & 2                    &         209208 & 2138               \\
 drum                     & 6                    &         209208 & 2138               \\
 weine                    & 1                    &         209264 & 2139               \\
 mehr                     & 14                   &         209264 & 2139               \\
 send                     & 0                    &         209264 & 2139               \\
 jemand                   & 4                    &         209264 & 2139               \\
 mantua                   & 2                    &         209264 & 2139               \\
 verlaufne                & 0                    &         209264 & 2139               \\
 lebt                     & 5                    &         209264 & 2139               \\
 kräftig                  & 0                    &         209264 & 2139               \\
 tränkchen                & 1                    &         209352 & 2140               \\
 bereiten                 & 1                    &         209416 & 2141               \\
 bald                     & 6                    &         209416 & 2141               \\
 gefährten                & 2                    &         209416 & 2141               \\
 tybalts                  & 5                    &         209416 & 2141               \\
 macht                    & 5                    &         209416 & 2141               \\
 hoffentlich              & 2                    &         209416 & 2141               \\
 zufrieden                & 1                    &         209416 & 2141               \\
 julia                    & 40                   &         209416 & 2141               \\
 fürwahr                  & 2                    &         209416 & 2141               \\
 nie                      & 7                    &         209416 & 2141               \\
 romeo                    & 111                  &         209416 & 2141               \\
 zufrieden                & 2                    &         209416 & 2141               \\
 erblick                  & 0                    &         209416 & 2141               \\
 nichttot                 & 1                    &         209480 & 2142               \\
 herz                     & 9                    &         209480 & 2142               \\
 blutsfreund              & 1                    &         209544 & 2143               \\
 leidet                   & 1                    &         209600 & 2144               \\
 ach                      & 7                    &         209600 & 2144               \\
 fändet                   & 0                    &         209600 & 2144               \\
 jemand                   & 5                    &         209600 & 2144               \\
 gift                     & 1                    &         209656 & 2145               \\
 reichte                  & 0                    &         209656 & 2145               \\
 gnädge                   & 6                    &         209656 & 2145               \\
 frau                     & 11                   &         209656 & 2145               \\
 wollt                    & 3                    &         209656 & 2145               \\
 mischen                  & 1                    &         209656 & 2145               \\
 romeo                    & 112                  &         209656 & 2145               \\
 ers                      & 2                    &         209656 & 2145               \\
 genommen                 & 1                    &         209720 & 2146               \\
 bald                     & 6                    &         209720 & 2146               \\
 ruhe                     & 0                    &         209720 & 2146               \\
 schliefewie              & 0                    &         209720 & 2146               \\
 herz                     & 10                   &         209720 & 2146               \\
 haßt                     & 1                    &         209800 & 2147               \\
 nennen                   & 1                    &         209800 & 2147               \\
 hörenund                 & 0                    &         209800 & 2147               \\
 liebe                    & 27                   &         209800 & 2147               \\
 vetter                   & 4                    &         209800 & 2147               \\
 trug                     & 0                    &         209800 & 2147               \\
 erschlagen               & 4                    &         209800 & 2147               \\
 büßen                    & 1                    &         209880 & 2148               \\
 gräfin                   & 22                   &         209880 & 2148               \\
 capulet                  & 28                   &         209880 & 2148               \\
 findst                   & 0                    &         209880 & 2148               \\
 mittel                   & 3                    &         209880 & 2148               \\
 find                     & 2                    &         209880 & 2148               \\
 wohl                     & 22                   &         209880 & 2148               \\
 mann                     & 10                   &         209880 & 2148               \\
 bring                    & 2                    &         209880 & 2148               \\
 frohe                    & 2                    &         209880 & 2148               \\
 zeitung                  & 1                    &         209936 & 2149               \\
 mädchen                  & 5                    &         209936 & 2149               \\
 julia                    & 40                   &         209936 & 2149               \\
 bedrängter               & 0                    &         209936 & 2149               \\
 zeit                     & 4                    &         209936 & 2149               \\
 kommt                    & 21                   &         209936 & 2149               \\
 freude                   & 3                    &         209936 & 2149               \\
 recht                    & 9                    &         209936 & 2149               \\
 lautet                   & 2                    &         209936 & 2149               \\
 bitt                     & 3                    &         209936 & 2149               \\
 gnädge                   & 7                    &         209936 & 2149               \\
 mutter                   & 7                    &         209936 & 2149               \\
 gräfin                   & 23                   &         209968 & 2149               \\
 capulet                  & 28                   &         209968 & 2149               \\
 kind                     & 9                    &         209968 & 2149               \\
 hast                     & 5                    &         209968 & 2149               \\
 nen                      & 0                    &         209968 & 2149               \\
 aufmerksamen             & 0                    &         209968 & 2149               \\
 vater                    & 2                    &         209968 & 2149               \\
 trübsinn                 & 1                    &         210056 & 2150               \\
 abzubringen              & 0                    &         210056 & 2150               \\
 ersann                   & 0                    &         210056 & 2150               \\
 plötzlich                & 0                    &         210056 & 2150               \\
 freudenfest              & 0                    &         210056 & 2150               \\
 wenig                    & 0                    &         210056 & 2150               \\
 versah                   & 1                    &         210112 & 2151               \\
 julia                    & 40                   &         210112 & 2151               \\
 ei                       & 2                    &         210112 & 2151               \\
 erwünscht                & 0                    &         210112 & 2151               \\
 wär                      & 3                    &         210112 & 2151               \\
 gnädge                   & 8                    &         210112 & 2151               \\
 mutter                   & 8                    &         210112 & 2151               \\
 gräfin                   & 24                   &         210112 & 2151               \\
 capulet                  & 29                   &         210112 & 2151               \\
 ja                       & 19                   &         210112 & 2151               \\
 denk                     & 1                    &         210112 & 2151               \\
 kind                     & 9                    &         210112 & 2151               \\
 donnerstag               & 4                    &         210112 & 2151               \\
 frühmorgens              & 0                    &         210112 & 2151               \\
 hochedle                 & 1                    &         210176 & 2152               \\
 wackre                   & 2                    &         210176 & 2152               \\
 junge                    & 4                    &         210176 & 2152               \\
 herr                     & 16                   &         210176 & 2152               \\
 graf                     & 5                    &         210176 & 2152               \\
 paris                    & 9                    &         210176 & 2152               \\
 sankt                    & 3                    &         210176 & 2152               \\
 peters                   & 0                    &         210176 & 2152               \\
 kirche                   & 1                    &         210232 & 2153               \\
 frohe                    & 3                    &         210232 & 2153               \\
 braut                    & 1                    &         210232 & 2153               \\
 altar                    & 1                    &         210288 & 2154               \\
 geleiten                 & 0                    &         210288 & 2154               \\
 julia                    & 41                   &         210256 & 2154               \\
 sankt                    & 3                    &         210256 & 2154               \\
 peters                   & 0                    &         210256 & 2154               \\
 kirch                    & 2                    &         210256 & 2154               \\
 petrus                   & 1                    &         210312 & 2155               \\
 frohe                    & 4                    &         210312 & 2155               \\
 braut                    & 1                    &         210312 & 2155               \\
 geleiten                 & 1                    &         210376 & 2156               \\
 wundert                  & 0                    &         210376 & 2156               \\
 eil                      & 1                    &         210376 & 2156               \\
 vermählt                 & 2                    &         210376 & 2156               \\
 muß                      & 9                    &         210376 & 2156               \\
 eh                       & 4                    &         210376 & 2156               \\
 freier                   & 0                    &         210376 & 2156               \\
 kommt                    & 21                   &         210376 & 2156               \\
 werben                   & 1                    &         210432 & 2157               \\
 bitt                     & 3                    &         210432 & 2157               \\
 gnädge                   & 8                    &         210432 & 2157               \\
 frau                     & 12                   &         210432 & 2157               \\
 sagt                     & 8                    &         210432 & 2157               \\
 vater                    & 3                    &         210432 & 2157               \\
 herrn                    & 5                    &         210432 & 2157               \\
 vermählen                & 2                    &         210432 & 2157               \\
 ichs                     & 6                    &         210432 & 2157               \\
 tue                      & 0                    &         210432 & 2157               \\
 schwör                   & 4                    &         210432 & 2157               \\
 romeo                    & 112                  &         210432 & 2157               \\
 wißt                     & 1                    &         210432 & 2157               \\
 haß                      & 4                    &         210432 & 2157               \\
 lieber                   & 4                    &         210432 & 2157               \\
 paris                    & 9                    &         210432 & 2157               \\
 seinfürwahr              & 0                    &         210432 & 2157               \\
 wohl                     & 23                   &         210432 & 2157               \\
 zeitung                  & 1                    &         210432 & 2157               \\
 gräfin                   & 24                   &         210432 & 2157               \\
 capulet                  & 30                   &         210432 & 2157               \\
 kommt                    & 21                   &         210432 & 2157               \\
 vater                    & 4                    &         210432 & 2157               \\
 sag                      & 14                   &         210432 & 2157               \\
 sieh                     & 3                    &         210432 & 2157               \\
 sichs                    & 0                    &         210432 & 2157               \\
 gefallen                 & 1                    &         210496 & 2158               \\
 läßt                     & 5                    &         210496 & 2158               \\
 capulet                  & 31                   &         210464 & 2158               \\
 wärterin                 & 42                   &         210464 & 2158               \\
 kommen                   & 8                    &         210464 & 2158               \\
 capulet                  & 32                   &         210464 & 2158               \\
 luft                     & 2                    &         210464 & 2158               \\
 sprüht                   & 1                    &         210544 & 2159               \\
 tau                      & 3                    &         210544 & 2159               \\
 beim                     & 3                    &         210544 & 2159               \\
 sonnenuntergang          & 1                    &         210608 & 2160               \\
 untergange               & 1                    &         210672 & 2161               \\
 neffen                   & 0                    &         210672 & 2161               \\
 gießt                    & 1                    &         210752 & 2162               \\
 regen                    & 2                    &         210752 & 2162               \\
 recht                    & 9                    &         210752 & 2162               \\
 traufe                   & 0                    &         210752 & 2162               \\
 mädchen                  & 6                    &         210752 & 2162               \\
 stets                    & 4                    &         210752 & 2162               \\
 tränen                   & 4                    &         210752 & 2162               \\
 stets                    & 4                    &         210752 & 2162               \\
 regenschauer             & 0                    &         210752 & 2162               \\
 kleinem                  & 0                    &         210752 & 2162               \\
 körper                   & 1                    &         210832 & 2163               \\
 spielst                  & 2                    &         210832 & 2163               \\
 see                      & 1                    &         210888 & 2164               \\
 wind                     & 2                    &         210888 & 2164               \\
 kahn                     & 0                    &         210888 & 2164               \\
 augen                    & 7                    &         210888 & 2164               \\
 ebben                    & 1                    &         210944 & 2165               \\
 stets                    & 5                    &         210944 & 2165               \\
 fluten                   & 0                    &         210944 & 2165               \\
 tränen                   & 5                    &         210944 & 2165               \\
 see                      & 1                    &         210944 & 2165               \\
 körper                   & 2                    &         210944 & 2165               \\
 kahn                     & 1                    &         211000 & 2166               \\
 salzge                   & 1                    &         211056 & 2167               \\
 flut                     & 1                    &         211112 & 2168               \\
 befährt                  & 1                    &         211192 & 2169               \\
 seufzer                  & 1                    &         211248 & 2170               \\
 winde                    & 0                    &         211248 & 2170               \\
 tränen                   & 5                    &         211248 & 2170               \\
 tobend                   & 2                    &         211248 & 2170               \\
 stille                   & 1                    &         211304 & 2171               \\
 plötzlich                & 0                    &         211304 & 2171               \\
 erfolgt                  & 0                    &         211304 & 2171               \\
 her                      & 5                    &         211304 & 2171               \\
 geworfnen                & 1                    &         211368 & 2172               \\
 körper                   & 3                    &         211368 & 2172               \\
 zertrümmern              & 1                    &         211456 & 2173               \\
 werdennun                & 0                    &         211456 & 2173               \\
 steht                    & 2                    &         211456 & 2173               \\
 frau                     & 12                   &         211456 & 2173               \\
 hast                     & 5                    &         211456 & 2173               \\
 unsern                   & 2                    &         211456 & 2173               \\
 ratschluß                & 1                    &         211544 & 2174               \\
 hinterbracht             & 1                    &         211608 & 2175               \\
 gräfin                   & 24                   &         211608 & 2175               \\
 capulet                  & 32                   &         211608 & 2175               \\
 ja                       & 20                   &         211576 & 2175               \\
 dankt                    & 2                    &         211576 & 2175               \\
 wär                      & 3                    &         211576 & 2175               \\
 törin                    & 1                    &         211656 & 2176               \\
 grab                     & 3                    &         211656 & 2176               \\
 vermählt                 & 2                    &         211656 & 2176               \\
 capulet                  & 32                   &         211656 & 2176               \\
 sacht                    & 1                    &         211712 & 2177               \\
 rede                     & 2                    &         211712 & 2177               \\
 deutlich                 & 1                    &         211776 & 2178               \\
 rede                     & 2                    &         211776 & 2178               \\
 deutlich                 & 2                    &         211776 & 2178               \\
 frau                     & 12                   &         211776 & 2178               \\
 weiß                     & 10                   &         211776 & 2178               \\
 dank                     & 3                    &         211776 & 2178               \\
 stolz                    & 0                    &         211776 & 2178               \\
 schätzt                  & 0                    &         211776 & 2178               \\
 beglückt                 & 0                    &         211776 & 2178               \\
 solch                    & 3                    &         211776 & 2178               \\
 würdgen                  & 1                    &         211856 & 2179               \\
 herrn                    & 5                    &         211856 & 2179               \\
 vermocht                 & 0                    &         211856 & 2179               \\
 trotz                    & 1                    &         211856 & 2179               \\
 unwert                   & 1                    &         211912 & 2180               \\
 gemahl                   & 3                    &         211912 & 2180               \\
 julia                    & 42                   &         211880 & 2180               \\
 stolz                    & 0                    &         211880 & 2180               \\
 darauf                   & 2                    &         211880 & 2180               \\
 dankbar                  & 1                    &         211936 & 2181               \\
 ihrs                     & 1                    &         211992 & 2182               \\
 tatet                    & 1                    &         212048 & 2183               \\
 stolz                    & 0                    &         212048 & 2183               \\
 nie                      & 7                    &         212048 & 2183               \\
 hasse                    & 1                    &         212104 & 2184               \\
 dankbar                  & 1                    &         212104 & 2184               \\
 haß                      & 5                    &         212104 & 2184               \\
 gemeint                  & 1                    &         212160 & 2185               \\
 liebe                    & 27                   &         212160 & 2185               \\
 capulet                  & 32                   &         212160 & 2185               \\
 ei                       & 2                    &         212160 & 2185               \\
 seht                     & 7                    &         212160 & 2185               \\
 seht                     & 7                    &         212160 & 2185               \\
 kramst                   & 0                    &         212160 & 2185               \\
 weisheit                 & 0                    &         212160 & 2185               \\
 stolzund                 & 1                    &         212224 & 2186               \\
 dank                     & 4                    &         212224 & 2186               \\
 euchner                  & 1                    &         212280 & 2187               \\
 schleife                 & 1                    &         212344 & 2188               \\
 pfui                     & 3                    &         212344 & 2188               \\
 bleichsüchtges           & 0                    &         212344 & 2188               \\
 ding                     & 3                    &         212344 & 2188               \\
 lose                     & 3                    &         212344 & 2188               \\
 dirne                    & 0                    &         212344 & 2188               \\
 talggesicht              & 1                    &         212408 & 2189               \\
 gräfin                   & 24                   &         212408 & 2189               \\
 capulet                  & 32                   &         212408 & 2189               \\
 o                        & 26                   &         212408 & 2189               \\
 pfui                     & 3                    &         212408 & 2189               \\
 seid                     & 5                    &         212408 & 2189               \\
 sinnen                   & 1                    &         212464 & 2190               \\
 julia                    & 43                   &         212496 & 2190               \\
 fleh                     & 1                    &         212496 & 2190               \\
 knien                    & 0                    &         212496 & 2190               \\
 guter                    & 3                    &         212496 & 2190               \\
 vater                    & 4                    &         212496 & 2190               \\
 hört                     & 7                    &         212496 & 2190               \\
 geduld                   & 1                    &         212496 & 2190               \\
 einzig                   & 1                    &         212552 & 2191               \\
 wort                     & 15                   &         212552 & 2191               \\
 capulet                  & 32                   &         212552 & 2191               \\
 geh                      & 5                    &         212552 & 2191               \\
 henker                   & 3                    &         212552 & 2191               \\
 widerspenstge            & 0                    &         212552 & 2191               \\
 dirne                    & 1                    &         212608 & 2192               \\
 sage                     & 5                    &         212608 & 2192               \\
 dirs                     & 1                    &         212664 & 2193               \\
 kirch                    & 3                    &         212664 & 2193               \\
 donnerstag               & 4                    &         212664 & 2193               \\
 komm                     & 8                    &         212664 & 2193               \\
 niemals                  & 1                    &         212720 & 2194               \\
 vors                     & 0                    &         212720 & 2194               \\
 gesicht                  & 5                    &         212720 & 2194               \\
 sprich                   & 4                    &         212720 & 2194               \\
 erwidre                  & 1                    &         212776 & 2195               \\
 gib                      & 5                    &         212776 & 2195               \\
 antwort                  & 1                    &         212776 & 2195               \\
 finger                   & 4                    &         212776 & 2195               \\
 jucken                   & 1                    &         212832 & 2196               \\
 o                        & 27                   &         212800 & 2196               \\
 weib                     & 3                    &         212800 & 2196               \\
 glaubten                 & 1                    &         212864 & 2197               \\
 kaum                     & 1                    &         212864 & 2197               \\
 genug                    & 2                    &         212864 & 2197               \\
 gesegnet                 & 2                    &         212864 & 2197               \\
 gott                     & 8                    &         212864 & 2197               \\
 kind                     & 9                    &         212864 & 2197               \\
 sandte                   & 1                    &         212864 & 2197               \\
